,Value,Years,Crime,State
2309,2582,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2310,2477,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2311,2520,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2312,2485,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2313,2339,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2314,2447,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2315,2352,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2316,56,2001,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2317,44,2002,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2318,33,2003,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2319,41,2004,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2320,28,2005,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2321,31,2006,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2322,28,2007,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2323,19,2008,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2324,24,2009,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2325,23,2010,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2326,9,2011,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2327,18,2012,INSULT TO THE MODESTY OF WOMEN,Rajasthan
2328,5532,2001,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2329,5691,2002,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2330,5733,2003,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2331,6781,2004,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2332,5997,2005,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2333,7038,2006,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2334,8170,2007,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2335,8113,2008,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2336,10371,2009,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2337,11145,2010,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2338,12218,2011,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2339,13312,2012,CRUELTY BY HUSBAND OR RELATIVES,Rajasthan
2340,68,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2341,55,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2342,51,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2343,79,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2344,115,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2345,143,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2346,91,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2347,72,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2348,62,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2349,82,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2350,81,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2351,99,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Rajasthan
2352,46,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2353,54,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2354,87,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2355,89,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2356,109,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2357,102,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2358,131,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2359,107,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2360,106,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2361,80,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2362,102,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2363,62,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Rajasthan
2364,12175,2001,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2365,12049,2002,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2366,11812,2003,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2367,13127,2004,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2368,11657,2005,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2369,12934,2006,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2370,14270,2007,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2371,14491,2008,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2372,17316,2009,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2373,18182,2010,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2374,19888,2011,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2375,21106,2012,TOTAL CRIMES AGAINST WOMEN,Rajasthan
2376,8,2001,RAPE,Sikkim
2377,6,2002,RAPE,Sikkim
2378,10,2003,RAPE,Sikkim
2379,3,2004,RAPE,Sikkim
2380,18,2005,RAPE,Sikkim
2381,20,2006,RAPE,Sikkim
2382,24,2007,RAPE,Sikkim
2383,20,2008,RAPE,Sikkim
2384,18,2009,RAPE,Sikkim
2385,18,2010,RAPE,Sikkim
2386,16,2011,RAPE,Sikkim
2387,34,2012,RAPE,Sikkim
2388,2,2001,KIDNAPPING & ABDUCTION,Sikkim
2389,2,2002,KIDNAPPING & ABDUCTION,Sikkim
2390,0,2003,KIDNAPPING & ABDUCTION,Sikkim
2391,4,2004,KIDNAPPING & ABDUCTION,Sikkim
2392,2,2005,KIDNAPPING & ABDUCTION,Sikkim
2393,7,2006,KIDNAPPING & ABDUCTION,Sikkim
2394,9,2007,KIDNAPPING & ABDUCTION,Sikkim
2395,4,2008,KIDNAPPING & ABDUCTION,Sikkim
2396,6,2009,KIDNAPPING & ABDUCTION,Sikkim
2397,6,2010,KIDNAPPING & ABDUCTION,Sikkim
2398,10,2011,KIDNAPPING & ABDUCTION,Sikkim
2399,10,2012,KIDNAPPING & ABDUCTION,Sikkim
2400,0,2001,DOWRY DEATH,Sikkim
2401,0,2002,DOWRY DEATH,Sikkim
2402,0,2003,DOWRY DEATH,Sikkim
2403,0,2004,DOWRY DEATH,Sikkim
2404,0,2005,DOWRY DEATH,Sikkim
2405,0,2006,DOWRY DEATH,Sikkim
2406,0,2007,DOWRY DEATH,Sikkim
2407,0,2008,DOWRY DEATH,Sikkim
2408,0,2009,DOWRY DEATH,Sikkim
2409,1,2010,DOWRY DEATH,Sikkim
2410,0,2011,DOWRY DEATH,Sikkim
2411,1,2012,DOWRY DEATH,Sikkim
2412,0,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2413,17,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2414,25,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2415,40,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2416,38,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2417,14,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2418,13,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2419,19,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2420,10,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2421,11,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2422,24,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2423,19,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Sikkim
2424,14,2001,INSULT TO THE MODESTY OF WOMEN,Sikkim
2425,0,2002,INSULT TO THE MODESTY OF WOMEN,Sikkim
2426,0,2003,INSULT TO THE MODESTY OF WOMEN,Sikkim
2427,0,2004,INSULT TO THE MODESTY OF WOMEN,Sikkim
2428,0,2005,INSULT TO THE MODESTY OF WOMEN,Sikkim
2429,0,2006,INSULT TO THE MODESTY OF WOMEN,Sikkim
2430,0,2007,INSULT TO THE MODESTY OF WOMEN,Sikkim
2431,0,2008,INSULT TO THE MODESTY OF WOMEN,Sikkim
2432,0,2009,INSULT TO THE MODESTY OF WOMEN,Sikkim
2433,0,2010,INSULT TO THE MODESTY OF WOMEN,Sikkim
2434,0,2011,INSULT TO THE MODESTY OF WOMEN,Sikkim
2435,0,2012,INSULT TO THE MODESTY OF WOMEN,Sikkim
2436,0,2001,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2437,3,2002,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2438,1,2003,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2439,1,2004,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2440,4,2005,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2441,6,2006,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2442,7,2007,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2443,5,2008,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2444,6,2009,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2445,3,2010,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2446,4,2011,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2447,4,2012,CRUELTY BY HUSBAND OR RELATIVES,Sikkim
2448,0,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2449,0,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2450,1,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2451,1,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2452,0,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2453,0,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2454,2,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2455,0,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2456,1,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2457,3,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2458,1,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2459,0,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Sikkim
2460,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2461,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2462,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2463,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2464,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2465,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2466,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2467,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2468,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2469,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2470,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2471,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Sikkim
2472,24,2001,TOTAL CRIMES AGAINST WOMEN,Sikkim
2473,28,2002,TOTAL CRIMES AGAINST WOMEN,Sikkim
2474,37,2003,TOTAL CRIMES AGAINST WOMEN,Sikkim
2475,49,2004,TOTAL CRIMES AGAINST WOMEN,Sikkim
2476,62,2005,TOTAL CRIMES AGAINST WOMEN,Sikkim
2477,47,2006,TOTAL CRIMES AGAINST WOMEN,Sikkim
2478,55,2007,TOTAL CRIMES AGAINST WOMEN,Sikkim
2479,48,2008,TOTAL CRIMES AGAINST WOMEN,Sikkim
2480,41,2009,TOTAL CRIMES AGAINST WOMEN,Sikkim
2481,42,2010,TOTAL CRIMES AGAINST WOMEN,Sikkim
2482,55,2011,TOTAL CRIMES AGAINST WOMEN,Sikkim
2483,68,2012,TOTAL CRIMES AGAINST WOMEN,Sikkim
2484,423,2001,RAPE,Tamil Nadu
2485,534,2002,RAPE,Tamil Nadu
2486,557,2003,RAPE,Tamil Nadu
2487,618,2004,RAPE,Tamil Nadu
2488,571,2005,RAPE,Tamil Nadu
2489,457,2006,RAPE,Tamil Nadu
2490,523,2007,RAPE,Tamil Nadu
2491,573,2008,RAPE,Tamil Nadu
2492,596,2009,RAPE,Tamil Nadu
2493,686,2010,RAPE,Tamil Nadu
2494,677,2011,RAPE,Tamil Nadu
2495,737,2012,RAPE,Tamil Nadu
2496,607,2001,KIDNAPPING & ABDUCTION,Tamil Nadu
2497,714,2002,KIDNAPPING & ABDUCTION,Tamil Nadu
2498,632,2003,KIDNAPPING & ABDUCTION,Tamil Nadu
2499,692,2004,KIDNAPPING & ABDUCTION,Tamil Nadu
2500,783,2005,KIDNAPPING & ABDUCTION,Tamil Nadu
2501,718,2006,KIDNAPPING & ABDUCTION,Tamil Nadu
2502,1097,2007,KIDNAPPING & ABDUCTION,Tamil Nadu
2503,1160,2008,KIDNAPPING & ABDUCTION,Tamil Nadu
2504,1133,2009,KIDNAPPING & ABDUCTION,Tamil Nadu
2505,1464,2010,KIDNAPPING & ABDUCTION,Tamil Nadu
2506,1743,2011,KIDNAPPING & ABDUCTION,Tamil Nadu
2507,1693,2012,KIDNAPPING & ABDUCTION,Tamil Nadu
2508,191,2001,DOWRY DEATH,Tamil Nadu
2509,243,2002,DOWRY DEATH,Tamil Nadu
2510,220,2003,DOWRY DEATH,Tamil Nadu
2511,225,2004,DOWRY DEATH,Tamil Nadu
2512,215,2005,DOWRY DEATH,Tamil Nadu
2513,187,2006,DOWRY DEATH,Tamil Nadu
2514,208,2007,DOWRY DEATH,Tamil Nadu
2515,207,2008,DOWRY DEATH,Tamil Nadu
2516,194,2009,DOWRY DEATH,Tamil Nadu
2517,165,2010,DOWRY DEATH,Tamil Nadu
2518,152,2011,DOWRY DEATH,Tamil Nadu
2519,110,2012,DOWRY DEATH,Tamil Nadu
2520,1773,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2521,1877,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2522,2022,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2523,1861,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2524,1764,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2525,1179,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2526,1540,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2527,1705,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2528,1242,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2529,1405,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2530,1467,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2531,1494,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tamil Nadu
2532,1012,2001,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2533,1718,2002,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2534,881,2003,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2535,1081,2004,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2536,665,2005,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2537,852,2006,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2538,875,2007,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2539,974,2008,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2540,501,2009,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2541,638,2010,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2542,464,2011,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2543,382,2012,INSULT TO THE MODESTY OF WOMEN,Tamil Nadu
2544,815,2001,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2545,1052,2002,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2546,1555,2003,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2547,1437,2004,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2548,1650,2005,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2549,1248,2006,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2550,1976,2007,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2551,1648,2008,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2552,1460,2009,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2553,1570,2010,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2554,1812,2011,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2555,1965,2012,CRUELTY BY HUSBAND OR RELATIVES,Tamil Nadu
2556,5232,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2557,3530,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2558,2839,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2559,3022,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2560,2777,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2561,1732,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2562,1199,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2563,687,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2564,716,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2565,567,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2566,420,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2567,500,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Tamil Nadu
2568,11,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2569,5,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2570,6,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2571,102,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2572,30,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2573,35,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2574,25,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2575,4,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2576,2,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2577,14,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2578,10,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2579,34,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tamil Nadu
2580,10111,2001,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2581,9798,2002,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2582,8888,2003,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2583,9332,2004,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2584,8648,2005,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2585,6489,2006,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2586,7811,2007,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2587,7220,2008,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2588,6051,2009,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2589,6708,2010,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2590,6940,2011,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2591,7192,2012,TOTAL CRIMES AGAINST WOMEN,Tamil Nadu
2592,102,2001,RAPE,Tripura
2593,108,2002,RAPE,Tripura
2594,114,2003,RAPE,Tripura
2595,160,2004,RAPE,Tripura
2596,162,2005,RAPE,Tripura
2597,189,2006,RAPE,Tripura
2598,157,2007,RAPE,Tripura
2599,204,2008,RAPE,Tripura
2600,190,2009,RAPE,Tripura
2601,238,2010,RAPE,Tripura
2602,205,2011,RAPE,Tripura
2603,229,2012,RAPE,Tripura
2604,35,2001,KIDNAPPING & ABDUCTION,Tripura
2605,48,2002,KIDNAPPING & ABDUCTION,Tripura
2606,29,2003,KIDNAPPING & ABDUCTION,Tripura
2607,54,2004,KIDNAPPING & ABDUCTION,Tripura
2608,43,2005,KIDNAPPING & ABDUCTION,Tripura
2609,62,2006,KIDNAPPING & ABDUCTION,Tripura
2610,81,2007,KIDNAPPING & ABDUCTION,Tripura
2611,110,2008,KIDNAPPING & ABDUCTION,Tripura
2612,92,2009,KIDNAPPING & ABDUCTION,Tripura
2613,91,2010,KIDNAPPING & ABDUCTION,Tripura
2614,116,2011,KIDNAPPING & ABDUCTION,Tripura
2615,114,2012,KIDNAPPING & ABDUCTION,Tripura
2616,16,2001,DOWRY DEATH,Tripura
2617,16,2002,DOWRY DEATH,Tripura
2618,20,2003,DOWRY DEATH,Tripura
2619,20,2004,DOWRY DEATH,Tripura
2620,34,2005,DOWRY DEATH,Tripura
2621,35,2006,DOWRY DEATH,Tripura
2622,36,2007,DOWRY DEATH,Tripura
2623,16,2008,DOWRY DEATH,Tripura
2624,29,2009,DOWRY DEATH,Tripura
2625,25,2010,DOWRY DEATH,Tripura
2626,30,2011,DOWRY DEATH,Tripura
2627,37,2012,DOWRY DEATH,Tripura
2628,58,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2629,128,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2630,127,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2631,134,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2632,161,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2633,207,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2634,244,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2635,346,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2636,384,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2637,376,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2638,294,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2639,314,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Tripura
2640,0,2001,INSULT TO THE MODESTY OF WOMEN,Tripura
2641,0,2002,INSULT TO THE MODESTY OF WOMEN,Tripura
2642,0,2003,INSULT TO THE MODESTY OF WOMEN,Tripura
2643,0,2004,INSULT TO THE MODESTY OF WOMEN,Tripura
2644,1,2005,INSULT TO THE MODESTY OF WOMEN,Tripura
2645,0,2006,INSULT TO THE MODESTY OF WOMEN,Tripura
2646,4,2007,INSULT TO THE MODESTY OF WOMEN,Tripura
2647,4,2008,INSULT TO THE MODESTY OF WOMEN,Tripura
2648,5,2009,INSULT TO THE MODESTY OF WOMEN,Tripura
2649,9,2010,INSULT TO THE MODESTY OF WOMEN,Tripura
2650,9,2011,INSULT TO THE MODESTY OF WOMEN,Tripura
2651,7,2012,INSULT TO THE MODESTY OF WOMEN,Tripura
2652,227,2001,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2653,236,2002,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2654,247,2003,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2655,302,2004,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2656,439,2005,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2657,471,2006,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2658,545,2007,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2659,735,2008,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2660,815,2009,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2661,937,2010,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2662,702,2011,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2663,858,2012,CRUELTY BY HUSBAND OR RELATIVES,Tripura
2664,0,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2665,0,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2666,0,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2667,0,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2668,0,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2669,0,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2670,0,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2671,0,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2672,0,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2673,1,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2674,2,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2675,0,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Tripura
2676,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2677,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2678,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2679,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2680,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2681,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2682,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2683,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2684,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2685,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
2686,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Tripura
